http://www.wikidata.org/entity/Q19189979	Lengths of Arrays are not similar	[7, 8, 9, 10]	['97–100', ' 113–116', ' 129–132', ' 145–148', ' 150']
http://www.wikidata.org/entity/Q19164038	Lengths of Arrays are ident	[15, 16, 17]	['233–235', ' 246–248', ' 264–267']
-Q19164038	P1433	Q655617
http://www.wikidata.org/entity/Q19134045	Lengths of Arrays are ident	['4', ' 9']	['52–54', ' 122–123']
-Q19134045	P1433	Q655617
http://www.wikidata.org/entity/Q19191723	Lengths of Arrays are ident	[13, 14, 15]	['144–146', '160–162', '172–175']
-Q19191723	P1433	Q655617
http://www.wikidata.org/entity/Q62617246	Lengths of Arrays are ident	[40, 41, 42, 43, 44, 45, 46, 47, 48]	['669–675', ' 685–691', ' 702–707', ' 718–723', ' 732–738', ' 751–755', ' 766–771', ' 784–787', ' 800–803']
-Q62617246	P1433	Q655617
http://www.wikidata.org/entity/Q62610393	Lengths of Arrays are ident	['11', ' 23']	['125–126', '270-272']
-Q62610393	P1433	Q655617
http://www.wikidata.org/entity/Q62611753	Lengths of Arrays are ident	[24, 25]	['375-377', ' 388–392']
-Q62611753	P1433	Q655617
http://www.wikidata.org/entity/Q62611298	Lengths of Arrays are ident	[41, 42]	['588–591', ' 605-608']
-Q62611298	P1433	Q655617
http://www.wikidata.org/entity/Q62610618	Lengths of Arrays are ident	['1', ' 7']	['9-11', ' 97-99']
-Q62610618	P1433	Q655617
http://www.wikidata.org/entity/Q62610770	Lengths of Arrays are ident	[34, 35]	['461-463', ' 473-479']
-Q62610770	P1433	Q655617
http://www.wikidata.org/entity/Q62611263	Lengths of Arrays are not similar	['28', ' 29', ' 30', '']	['401-560', ' 562', ' 566-568']
http://www.wikidata.org/entity/Q62610578	Lengths of Arrays are ident	[32, 33]	['440–442', ' 458–460']
-Q62610578	P1433	Q655617
http://www.wikidata.org/entity/Q62613075	Lengths of Arrays are ident	[40, 41, 42]	['661–664', ' 681–684', ' 707–712']
-Q62613075	P1433	Q655617
http://www.wikidata.org/entity/Q62613823	Lengths of Arrays are ident	[46, 47]	['746–749', ' 760–762']
-Q62613823	P1433	Q655617
http://www.wikidata.org/entity/Q62613856	Lengths of Arrays are ident	[7, 8]	['111–113', ' 126–128']
-Q62613856	P1433	Q655617
http://www.wikidata.org/entity/Q19214206	Lengths of Arrays are ident	[12, 13]	['153–156', '165–170']
-Q19214206	P1433	Q655617
http://www.wikidata.org/entity/Q62615411	Lengths of Arrays are ident	[1, 2, 3, 4, 5, 6, 7]	['1–4', ' 21–26', ' 41–46', ' 57–60', ' 73–76', ' 89–92', ' 113–116']
-Q62615411	P1433	Q655617
http://www.wikidata.org/entity/Q62615209	Lengths of Arrays are ident	[34, 35, 36]	['545–548', ' 561–566', ' 577–580']
-Q62615209	P1433	Q655617
http://www.wikidata.org/entity/Q62615418	Lengths of Arrays are ident	[18, 19, 20, 21, 22]	['285–288', ' 314–316', ' 330–332', ' 346–348', ' 362–364']
-Q62615418	P1433	Q655617
http://www.wikidata.org/entity/Q62615509	Lengths of Arrays are ident	[46, 47, 48, 49]	['745–748', ' 765–771', ' 781–784', ' 808–811']
-Q62615509	P1433	Q655617
http://www.wikidata.org/entity/Q19207614	Lengths of Arrays are ident	[50, 51, 52]	['829–834', ' 845–848', ' 861–864']
-Q19207614	P1433	Q655617
http://www.wikidata.org/entity/Q19216313	Lengths of Arrays are ident	[18, 19]	['206–209', '219–221']
-Q19216313	P1433	Q655617
http://www.wikidata.org/entity/Q19209057	Lengths of Arrays are ident	[40, 41, 42, 43, 44]	['430–432', ' 441–444', ' 453–456', ' 463–466', ' 475–478']
-Q19209057	P1433	Q655617
http://www.wikidata.org/entity/Q19143098	Lengths of Arrays are ident	[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]	['373–376', ' 389–394', ' 405–408', ' 425–428', ' 451–455', ' 466–470', ' 483–486', ' 498–500', ' 512–514', ' 530–534', ' 547–548', ' 558–560', ' 578–582', ' 594–595', ' 618–619', ' 630–634', ' 646–648', ' 664–667', ' 680–683', ' 698–699', ' 706–708', ' 724–727', ' 741–743', ' 758–760', ' 774–776', ' 790–792', ' 808–811']
-Q19143098	P1433	Q655617
http://www.wikidata.org/entity/Q19134385	Lengths of Arrays are ident	[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42]	['542–544', ' 553–555', ' 572–576', ' 590–592', ' 603–604', ' 618–620', ' 638–640', ' 654–656', ' 670–672', ' 690–693', ' 710–712']
-Q19134385	P1433	Q655617
http://www.wikidata.org/entity/Q62614807	Lengths of Arrays are ident	[22, 23, 24, 25, 26, 27, 28, 29, 30, 31]	['357–360', ' 377–380', ' 395–399', ' 413–416', ' 429–432', ' 447–450', ' 467–470', ' 483–486', ' 509–512', ' 528–530']
-Q62614807	P1433	Q655617
http://www.wikidata.org/entity/Q62613576	Lengths of Arrays are not similar	[31, 32, 33]	['500–502', ' 532–534']
http://www.wikidata.org/entity/Q62613604	Lengths of Arrays are ident	[19, 20]	['308–311', ' 324–326']
-Q62613604	P1433	Q655617
http://www.wikidata.org/entity/Q62612855	Lengths of Arrays are ident	[45, 46, 47, 48, 49, 50, 51, 52]	['741–744', ' 757–760', ' 773–776', ' 793–797', ' 813–816', ' 833-836', ' 866–868', ' 882–884']
