-Q19164038	P304	"233–235, 246–248, 264–267"
-Q19164038	P433	"15–17"
Q19207614	P304	"829–834"	P433	"50"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P433	"50"	P304	"829–834"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P304	"845–848"	P433	"51"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P433	"51"	P304	"845–848"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P304	"861–864"	P433	"52"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P433	"52"	P304	"861–864"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
Q19207614	P1433	Q655617	P304	"829–834"	P304	"845–848"	P304	"861–864"	P433	"50–52"	P577	+1879-01-01T00:00:00Z	S143	Q15522295	S4656	"http://www.wikidata.org/reference/1c4b9f2a0f4c3c4d9b3007fa2f279cca47224c44"
-Q19216313	P304	"206–209;219–221"
-Q19216313	P433	"18–19"
Q19216313	P304	"206–209"	P433	"18"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/43d5b7956a955006b84ee85f69acb475f746e800"
Q19216313	P433	"18"	P304	"206–209"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/43d5b7956a955006b84ee85f69acb475f746e800"
Q19216313	P304	"219–221"	P433	"19"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/43d5b7956a955006b84ee85f69acb475f746e800"
Q19216313	P433	"19"	P304	"219–221"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/43d5b7956a955006b84ee85f69acb475f746e800"
Q19216313	P1433	Q655617	P304	"206–209"	P304	"219–221"	P433	"18–19"	P577	+1854-01-01T00:00:00Z	S143	Q15522295	S4656	"http://www.wikidata.org/reference/43d5b7956a955006b84ee85f69acb475f746e800"
-Q19209057	P304	"430–432, 441–444, 453–456, 463–466, 475–478"
-Q19209057	P433	"40–44"
Q19209057	P304	"430–432"	P433	"40"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
Q19209057	P433	"40"	P304	"430–432"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
Q19209057	P304	"441–444"	P433	"41"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
Q19209057	P433	"41"	P304	"441–444"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
Q19209057	P304	"453–456"	P433	"42"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
Q19209057	P433	"42"	P304	"453–456"	S143	Q15522295	S4656	"http://www.wikidata.org/reference/7aa9be3abed4de770fcae04b0f4113ba37923498"
